movie,production_budget,domestic_gross,production_profit_domestic
Les Triplettes de Belleville,2000000,7301288,5301288
Max Keeble's Big Move,12000000,17292381,5292381
World Trade Center,65000000,70278893,5278893
Carrie,30000000,35266619,5266619
Lowriders,916000,6179955,5263955
Country Strong,15000000,20218921,5218921
The Long Riders,10000000,15198912,5198912
The Belko Experiment,5000000,10166820,5166820
The Corruptor,10000000,15164492,5164492
Hollywood Shuffle,100000,5228617,5128617
"The Goods: Live Hard, Sell Hard",10000000,15122676,5122676
The Hobbit: The Battle of the Five Armies,250000000,255119788,5119788
Resident Evil,35000000,40119709,5119709
Before Midnight,3000000,8110621,5110621
The Namesake,8500000,13610521,5110521
Alpha and Omega 3D,20000000,25107267,5107267
I am Number Four,50000000,55100437,5100437
Ben-Hur: A Tale of the Christ,3900000,9000000,5100000
Elizabeth,25000000,30082699,5082699
An Education,7500000,12574914,5074914
Admission,13000000,18007317,5007317
The Sessions,1000000,6002451,5002451
Dracula 2000,28000000,33000377,5000377
Hang 'em High,1800000,6800000,5000000
Donât Say a Word,50000000,54997476,4997476
Life of Pi,120000000,124987022,4987022
Love Happens,18000000,22965110,4965110
Jackie,9000000,13960394,4960394
Medicine Man,40000000,44948240,4948240
"Il buono, il brutto, il cattivo",1200000,6100000,4900000
Teen Wolf Too,3000000,7888000,4888000
"Girl, Interrupted",24000000,28871190,4871190
The Man Who Shot Liberty Valance,3200000,8000000,4800000
Bella,3300000,8093373,4793373
"The Beast from 20,000 Fathoms",210000,5000000,4790000
Lake Placid,27000000,31770413,4770413
Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,4770368
The Perks of Being a Wallflower,13000000,17742948,4742948
Take the Lead,30000000,34742066,4742066
Love Letters,550000,5269990,4719990
Smoke Signals,2000000,6719300,4719300
The Collector,3000000,7712114,4712114
Rebecca,1288000,6000000,4712000
The Lobster,4500000,9196278,4696278
The Ladykillers,35000000,39692139,4692139
The Kid,65000000,69688384,4688384
"Bon Cop, Bad Cop",8000000,12671300,4671300
The Perfect Match,5000000,9669521,4669521
Singin' in the Rain,2540000,7200000,4660000
Blade Runner,28000000,32656328,4656328
Digimon: The Movie,5000000,9628751,4628751
On the Basis of Sex,20000000,24622687,4622687
Poltergeist III,9500000,14114000,4614000
Somewhere in Time,5100000,9709597,4609597
My Week with Marilyn,10000000,14597405,4597405
"Tora, Tora, Tora",25000000,29548291,4548291
Superfly,16000000,20537137,4537137
Winter's Bone,2000000,6531503,4531503
The Happening,60000000,64506874,4506874
Shine a Light,1000000,5505267,4505267
Terror Train,3500000,8000000,4500000
Big Eyes,10000000,14482031,4482031
Fame,18000000,22455510,4455510
Foolish,1600000,6026908,4426908
Moulin Rouge,53000000,57386369,4386369
October Baby,1000000,5355847,4355847
The Spectacular Now,2500000,6852971,4352971
Spice World,25000000,29342592,4342592
Someone Like You,23000000,27338033,4338033
Young Adult,12000000,16311571,4311571
Swingers,200000,4505922,4305922
Alive,32000000,36299670,4299670
The Transporter,21000000,25296447,4296447
The Cooler,4000000,8291572,4291572
The Skeleton Twins,1000000,5284309,4284309
Phantasm II,3000000,7282851,4282851
Cidade de Deus,3300000,7563397,4263397
Let There Be Light,3000000,7233471,4233471
Annie Get Your Gun,3768785,8000000,4231215
Amistad,40000000,44212592,4212592
The Misfits,4000000,8200000,4200000
ATL,17000000,21170563,4170563
Tuck Everlasting,15000000,19161999,4161999
The Ice Pirates,9000000,13075390,4075390
Phat Girlz,3000000,7061128,4061128
Meet the Mormons,2000000,6047363,4047363
Something Borrowed,35000000,39046489,4046489
Dinner for Schmucks,69000000,73026337,4026337
Riddick,38000000,42025135,4025135
The Lady in the Van,6000000,10021175,4021175
Death Wish,30000000,34017028,4017028
Devil's Advocate,57000000,61007424,4007424
American Splendor,2000000,6003587,4003587
Adaptation,18500000,22498520,3998520
Lovely and Amazing,250000,4210379,3960379
20 Feet From Stardom,1000000,4946250,3946250
crazy/beautiful,13000000,16929123,3929123
El crimen de padre Amaro,1800000,5719000,3919000
Donovan's Reef,2686000,6600000,3914000
The Florida Project,2000000,5904366,3904366
My Own Private Idaho,2500000,6401336,3901336
Saved!,5000000,8886160,3886160
Woman Thou Art Loosed,3000000,6879730,3879730
Cat People,134000,4000000,3866000
Snatched,42000000,45852178,3852178
Never Back Down,21000000,24850922,3850922
The Marine,15000000,18844784,3844784
Shadowlands,22000000,25842377,3842377
Draft Day,25000000,28842237,3842237
The Night Listener,4000000,7836393,3836393
Silver Bullet,7000000,10803211,3803211
All Saints,2000000,5802208,3802208
She Wore a Yellow Ribbon,1600000,5400000,3800000
Before Sunset,2000000,5792822,3792822
Mambo Italiano,5500000,9282750,3782750
54,13000000,16757163,3757163
Broken Flowers,10000000,13744960,3744960
Class of 1984,3250000,6965361,3715361
Per qualche dollaro in piÃ¹,600000,4300000,3700000
Hey Arnold! The Movie,10000000,13684949,3684949
Sleight,250000,3930990,3680990
Because I Said So,39000000,42674040,3674040
Bats,6500000,10155691,3655691
What to Expect When You're Expecting,37500000,41152203,3652203
American Ninja 2: The Confrontation,350000,4000000,3650000
Mad Max: Fury Road,150000000,153636354,3636354
Dawn of the Dead,1500000,5100000,3600000
The Jerky Boys,4000000,7555256,3555256
Better Luck Tomorrow,250000,3802390,3552390
Exotica,1500000,5046118,3546118
Braveheart,72000000,75545647,3545647
Kung Fu Panda 3,140000000,143528619,3528619
Volver,9400000,12899867,3499867
Ong-Bak,1100000,4563167,3463167
Les invasions barbares,5000000,8460000,3460000
C.H.U.D.,1250000,4700000,3450000
The Longest Ride,34000000,37446117,3446117
Endless Love,20000000,23438250,3438250
The Magnificent Seven,90000000,93432655,3432655
Joyful Noise,27500000,30932113,3432113
Death Becomes Her,55000000,58422650,3422650
Itâs a Wonderful Life,3180000,6600000,3420000
"Food, Inc.",1000000,4417674,3417674
Welcome to the Dollhouse,800000,4198137,3398137
Rob Roy,28000000,31390587,3390587
Amores Perros,2000000,5383834,3383834
The Covenant,20000000,23364784,3364784
Pat Garrett and Billy the Kid,4638783,8000000,3361217
The Patriot,110000000,113330342,3330342
Maria Full of Grace,3200000,6529624,3329624
The Texas Chainsaw Massacre 2,4700000,8025872,3325872
About Time,12000000,15323921,3323921
Extract,7500000,10823158,3323158
Per un pugno di dollari,200000,3500000,3300000
Get on the Bus,2400000,5691854,3291854
Here Comes the Boom,42000000,45290318,3290318
LÃ©on,16000000,19284974,3284974
To Save a Life,500000,3777210,3277210
Safety Not Guaranteed,750000,4010957,3260957
The Shawshank Redemption,25000000,28241469,3241469
Smallfoot,80000000,83240103,3240103
Breakin' All the Rules,9000000,12232382,3232382
Bernie,6000000,9204489,3204489
House of the Dead,7000000,10199354,3199354
The Number 23,32000000,35193167,3193167
Monte Carlo,20000000,23186769,3186769
El orfanato,4000000,7159147,3159147
Dear White People,1250000,4404154,3154154
Pi,68000,3221152,3153152
Tinker Tailor Soldier Spy,21000000,24149393,3149393
Like Crazy,250000,3395391,3145391
Fat Albert,45000000,48114556,3114556
Stay Alive,20000000,23086480,3086480
The Score,68000000,71069884,3069884
Central do Brasil,2900000,5969553,3069553
Remember Me,16000000,19068240,3068240
Clerks,27000,3073428,3046428
Monty Python and the Holy Grail,400000,3427696,3027696
The Last House on the Left,87000,3100000,3013000
Bug,4000000,7006708,3006708
Return of the Living Dead Part II,6200000,9205924,3005924
Serbuan maut,1100000,4105123,3005123
Robin and Marian,5000000,8000000,3000000
2 For the Money,20000000,22991379,2991379
Narc,7500000,10465659,2965659
Gods and Monsters,3500000,6451628,2951628
Arlington Road,21500000,24419219,2919219
If Beale Street Could Talk,12000000,14915773,2915773
Out Cold,11000000,13906394,2906394
Over the Hill to the Poorhouse,100000,3000000,2900000
Dangal,9500000,12391761,2891761
El secreto de sus ojos,3500000,6391436,2891436
Glee: The 3D Concert Movie,9000000,11862398,2862398
In the Company of Men,25000,2883661,2858661
The Amazing Spider-Man 2,200000000,202853933,2853933
13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,2853219
Real Women Have Curves,3000000,5853194,2853194
The Conversation,1600000,4420000,2820000
Rings,25000000,27793018,2793018
Shopgirl,7500000,10284523,2784523
Before Sunrise,2500000,5274005,2774005
Unfaithful,50000000,52752475,2752475
Tadpole,150000,2891288,2741288
A Guy Named Joe,2627000,5363000,2736000
Gallipoli,3000000,5732587,2732587
A Million Ways to Die in The West,40000000,42720965,2720965
Hunt for the Wilderpeople,2500000,5205471,2705471
River's Edge,1900000,4600000,2700000
3 Days to Kill,28000000,30697999,2697999
Summer Catch,17000000,19693891,2693891
Storks,70000000,72679278,2679278
Sexy Beast,4300000,6946056,2646056
The Nativity Story,35000000,37629831,2629831
Resident Evil: Afterlife,57500000,60128566,2628566
Wordplay,500000,3121270,2621270
Thirteen,2000000,4601043,2601043
Pollock,6000000,8596914,2596914
Touching the Void,2000000,4593598,2593598
The Ladies Man,11000000,13592872,2592872
Beginners,3200000,5790894,2590894
The Matador,10000000,12589255,2589255
Head of State,35200000,37788228,2588228
Final Destination 5,40000000,42587643,2587643
Rize,700000,3278611,2578611
Her,23000000,25568251,2568251
Tomcats,11000000,13558739,2558739
Love Jones,10000000,12554569,2554569
In Time,35000000,37553932,2553932
The Mighty,100000,2652246,2552246
"Lock, Stock and Two Smoking Barrels",1350000,3897569,2547569
Brothers,26000000,28544157,2544157
The Lunchbox,1700000,4231500,2531500
Water,3000000,5529144,2529144
The Rules of Attraction,4000000,6525762,2525762
London Has Fallen,60000000,62524260,2524260
Metropolitan,430000,2938000,2508000
Disturbing Behavior,15000000,17507368,2507368
The Day the Earth Stood Still,1200000,3700000,2500000
The Big Lebowski,15000000,17498804,2498804
The Circle,18000000,20497844,2497844
An Inconvenient Sequel,1000000,3496795,2496795
The Back-up Plan,35000000,37490007,2490007
The Book Thief,19000000,21488481,2488481
Evil Dead II,3500000,5923044,2423044
The Broadway Melody,379000,2800000,2421000
Widows,40000000,42402632,2402632
Far From Heaven,13500000,15901849,2401849
Next Stop Wonderland,1000000,3395581,2395581
Les Intouchables,10800000,13182281,2382281
Love and Other Drugs,30000000,32367005,2367005
Entourage,30000000,32363404,2363404
You Can't Take It With You,1644000,4000000,2356000
God's Army,300000,2637726,2337726
Heartbreakers,38000000,40334024,2334024
Swimming Pool,7800000,10130108,2330108
Savages,45000000,47323100,2323100
K-PAX,48000000,50315140,2315140
Inside Job,2000000,4311834,2311834
J. Edgar,35000000,37306030,2306030
Day of the Dead,3500000,5804262,2304262
Wish Upon,12000000,14301505,2301505
An American Haunting,14000000,16298046,2298046
Gabriela,50000,2335352,2285352
The Boondock Saints 2: All Saints Day,8000000,10273187,2273187
What's the Worst That Could Happen?,30000000,32267774,2267774
Celeste and Jesse Forever,840000,3103407,2263407
Straight out of Brooklyn,450000,2712293,2262293
Inside Llewyn Davis,11000000,13248209,2248209
A Most Wanted Man,15000000,17237855,2237855
The Grace Card,200000,2430735,2230735
A Serious Man,7000000,9228788,2228788
Pieces of April,300000,2528664,2228664
The Pink Panther,80000000,82226474,2226474
Get Low,7000000,9176933,2176933
A Single Man,7000000,9176000,2176000
It Happened One Night,325000,2500000,2175000
1941,32000000,34175000,2175000
Side Effects,30000000,32172757,2172757
Becoming Jane,16500000,18663911,2163911
Prom,8000000,10130219,2130219
Obvious Child,1000000,3122616,2122616
Frailty,11000000,13110448,2110448
Rough Night,20000000,22105643,2105643
Pocketful of Miracles,2900000,5000000,2100000
Force 10 from Navarone,5000000,7100000,2100000
Step Up Revolution,33000000,35074677,2074677
The Terminal,75000000,77073959,2073959
Fever Pitch,40000000,42071069,2071069
El Mariachi,7000,2040920,2033920
The Evil Dead,375000,2400000,2025000
The Hurt Locker,15000000,17017811,2017811
Def Jam's How To Be a Player,12000000,14010363,2010363
The Gift,10000000,12008642,2008642
Topaz,4000000,6000000,2000000
Alexander's Ragtime Band,2000000,4000000,2000000
Half Nelson,700000,2697938,1997938
The To Do List,1500000,3491669,1991669
Martha Marcy May Marlene,1000000,2981038,1981038
The Incredibly True Adventure of Two Girls in Love,250000,2210408,1960408
Margin Call,3400000,5353586,1953586
Shanghai Noon,55000000,56932305,1932305
Me and You and Everyone We Know,2000000,3885134,1885134
Warlock,7000000,8824553,1824553
The River Wild,45000000,46815000,1815000
Bounce,35000000,36805288,1805288
She Done Him Wrong,200000,2000000,1800000
Aliens vs. Predator - Requiem,40000000,41797066,1797066
The Forsaken,5000000,6755271,1755271
9,30000000,31749894,1749894
End of the Spear,10000000,11748661,1748661
Young Sherlock Holmes,18000000,19739000,1739000
George A. Romero's Land of the Dead,18975000,20700082,1725082
Dolphins and Whales Tribes of the Ocean 3D,6000000,7714996,1714996
The Reader,32500000,34194407,1694407
Beerfest,17500000,19185184,1685184
Executive Decision,55000000,56679192,1679192
Junebug,1000000,2678010,1678010
Room,13000000,14677674,1677674
Home Run,1200000,2859955,1659955
Hav Plenty,650000,2301777,1651777
Night of the Living Dead,4200000,5835247,1635247
Reservoir Dogs,1200000,2832029,1632029
Brick,450000,2075743,1625743
Filly Brown,1250000,2850357,1600357
We Are Your Friends,2000000,3591417,1591417
San Francisco,1300000,2868000,1568000
The Emperor's Club,12500000,14060950,1560950
Get Over It,10000000,11560259,1560259
My Boss's Daughter,14000000,15549702,1549702
Beyond the Mat,500000,2047570,1547570
The Legend of Drunken Master,10000000,11546543,1546543
Psycho,20000000,21541218,1541218
Rio 2,130000000,131538435,1538435
Traitor,22000000,23530831,1530831
Seven Psychopaths,13500000,15024049,1524049
A Perfect Getaway,14000000,15515460,1515460
Frozen River,1000000,2511476,1511476
Eye of the Beholder,15000000,16500786,1500786
A Ghost Story,100000,1594798,1494798
Your Sister's Sister,120000,1597486,1477486
Prometheus,125000000,126477084,1477084
Donât Think Twice,3000000,4417983,1417983
Quigley Down Under,20000000,21413105,1413105
Crossover,5600000,7009668,1409668
Sidewalks of New York,1000000,2402459,1402459
Woodlawn,13000000,14394097,1394097
The Last Temptation of Christ,7000000,8373585,1373585
When The Cat's Away,300000,1652472,1352472
Fahrenheit 11/9,5000000,6352306,1352306
American Made,50000000,51342000,1342000
Harsh Times,2000000,3337931,1337931
Ghost Dog: The Way of the Samurai,2000000,3330230,1330230
Rules of Engagement,60000000,61322858,1322858
"Gone, Baby, Gone",19000000,20300218,1300218
Eraser,100000000,101295562,1295562
Quinceanera,400000,1692693,1292693
Blended,45000000,46290741,1290741
To Die For,20000000,21284514,1284514
Raising Victor Vargas,800000,2073984,1273984
Songcatcher,1800000,3050934,1250934
Niagara,1250000,2500000,1250000
Victoria and Abdul,21000000,22245070,1245070
Ida,2600000,3827060,1227060
Swiss Army Man,3000000,4210454,1210454
Slacker,23000,1227508,1204508
Murderball,350000,1531154,1181154
Enough,38000000,39177215,1177215
Top Hat,609000,1782000,1173000
Thinner,14000000,15171475,1171475
East is East,3000000,4170647,1170647
Nurse Betty,24000000,25170054,1170054
The Harvey Girls,2931000,4100000,1169000
Shalako,1455000,2620000,1165000
Henry V,9000000,10161099,1161099
UHF,5000000,6157157,1157157
Another Earth,175000,1321194,1146194
Whipped,3000000,4142507,1142507
Bathing Beauty,2361000,3500000,1139000
The Shaggy Dog,60000000,61123569,1123569
Kama Sutra,3000000,4109095,1109095
Mile 22,35000000,36108758,1108758
Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,1096582
Grandmaâs Boy,5000000,6090172,1090172
Frances Ha,3000000,4067398,1067398
The Meddler,3200000,4267219,1067219
Dead Man on Campus,14000000,15064948,1064948
Man on Wire,1900000,2962242,1062242
Two Girls and a Guy,1000000,2057193,1057193
Dazed and Confused,6900000,7950889,1050889
Tumbleweeds,312000,1350248,1038248
Please Give,3000000,4033574,1033574
Dreamer: Inspired by a True Story,32000000,33022286,1022286
Snakes on a Plane,33000000,34020814,1020814
But I'm a Cheerleader,1200000,2205627,1005627
Piranha 3D,24000000,25003155,1003155
